percent	ang_W	r	phase	choose_angle_GEOMETRIC	choose_angle_MSC_ULA	choose_angle_MSC_UCA	delta_1_x_7	delta_2_x_1	delta_3_x_2	delta_4_x_3	delta_5_x_4	delta_6_x_5	delta_7_x_6	delta_7_x_1	delta_1_x_2	delta_2_x_3	delta_3_x_4	delta_4_x_5	delta_5_x_6	delta_6_x_7
9.03	1.134	51.000	0.000	1.191	1.161	1.138	-0.139	1.147	1.191	1.118	1.267	2.391	-2.129	1.037	1.546	-2.986	-1.118	0.529	1.200	1.232
9.72	1.222	51.000	0.000	1.244	1.246	1.218	-0.340	-1.639	1.250	1.193	1.297	2.385	-2.160	1.238	-1.951	-3.045	-1.193	0.498	1.206	1.263
10.42	1.309	51.000	0.000	1.329	1.340	1.307	-0.405	-1.480	1.259	1.307	1.428	2.226	-2.249	1.302	-2.110	-3.054	-1.307	0.367	1.364	1.352
11.11	1.396	51.000	0.000	1.390	1.424	1.401	-0.579	-1.630	1.468	1.399	1.306	2.208	-2.261	1.477	-1.961	3.020	-1.399	0.489	1.382	1.364
11.81	1.484	51.000	0.000	1.524	1.513	1.489	-0.597	0.957	1.598	1.457	1.536	2.204	-2.422	1.494	1.736	2.890	-1.457	0.259	1.386	1.524
12.50	1.571	51.000	0.000	1.594	1.600	1.580	-0.723	-1.448	1.556	1.594	1.599	-1.717	-2.444	1.620	-2.142	2.932	-1.594	0.196	-0.976	1.547
13.19	1.658	51.000	0.000	1.609	1.689	1.660	-0.812	1.149	1.609	1.703	1.508	2.170	-2.511	1.710	1.543	2.879	-1.703	0.287	1.420	1.614
13.89	1.745	51.000	0.000	1.737	1.775	1.744	-0.813	0.907	1.818	1.722	1.739	-1.588	-2.632	1.711	1.786	2.670	-1.722	0.056	-1.105	1.735
14.58	1.833	51.000	0.000	1.846	1.857	1.829	-0.976	0.780	1.854	1.846	1.801	1.998	-2.647	1.874	1.913	2.634	-1.846	-0.005	1.592	1.749
15.28	1.920	51.000	0.000	1.917	1.946	1.927	-0.979	0.659	1.915	1.959	1.919	-1.545	-2.792	1.877	2.034	2.573	-1.959	-0.124	-1.148	1.894
15.97	2.007	51.000	0.000	2.023	2.033	2.014	-1.044	0.563	1.956	2.100	2.023	1.945	-2.998	1.942	2.130	2.532	-2.100	-0.227	1.645	2.101
16.67	2.094	51.000	0.000	2.013	2.115	2.089	-1.297	0.680	2.090	2.024	2.171	2.001	-2.892	2.195	2.013	2.398	-2.024	-0.376	1.589	1.995
17.36	2.182	51.000	0.000	2.189	2.204	2.182	-1.294	0.604	1.846	2.261	2.185	2.165	3.115	2.192	2.089	2.642	-2.261	-0.390	1.426	2.270
18.06	2.269	51.000	0.000	2.244	2.292	2.265	-1.375	0.579	1.855	2.204	2.259	2.282	-3.127	2.273	2.114	2.633	-2.204	-0.464	1.308	2.229
18.75	2.356	51.000	0.000	2.369	2.372	2.360	-1.471	0.331	1.922	2.397	2.376	2.195	-3.048	2.369	2.362	2.566	-2.397	-0.581	1.395	2.151
19.44	2.443	51.000	0.000	2.437	2.457	2.445	-1.529	0.256	2.039	2.438	2.521	2.408	-0.737	2.427	2.437	2.449	-2.438	-0.725	1.182	-0.161
20.14	2.531	51.000	0.000	2.524	2.548	2.531	-1.627	0.140	1.878	2.654	2.482	2.514	3.007	2.524	2.553	2.610	-2.654	-0.687	1.077	2.378
20.83	2.618	51.000	0.000	2.613	2.628	2.613	-1.728	0.005	1.932	2.564	2.613	2.671	3.009	2.626	2.688	2.556	-2.564	-0.817	0.919	2.377
21.53	2.705	51.000	0.000	2.732	2.714	2.705	-1.912	0.043	1.728	2.661	2.732	2.722	2.937	2.810	2.650	2.760	-2.661	-0.937	0.869	2.448
22.22	2.793	51.000	0.000	2.771	2.796	2.784	-1.900	-0.081	1.719	2.672	2.797	2.758	3.013	2.798	2.774	2.769	-2.672	-1.002	0.832	2.372
22.92	2.880	51.000	0.000	2.894	2.897	2.883	-2.125	-0.115	1.608	3.063	2.894	2.795	3.042	3.023	2.807	2.880	-3.063	-1.098	0.796	2.344
23.61	2.967	51.000	0.000	2.977	2.995	2.962	-2.085	-0.224	1.422	0.299	2.971	2.919	2.997	2.982	2.917	3.066	-0.299	-1.176	0.672	2.389
24.31	3.054	51.000	0.000	3.062	3.053	3.060	-2.225	-0.439	1.503	0.300	3.046	3.079	3.042	3.123	3.132	2.985	-0.300	-1.251	0.511	2.344
25.00	3.142	51.000	0.000	3.124	0.075	3.136	-2.224	-0.410	1.311	0.238	-3.028	3.011	3.126	3.121	3.103	-3.106	-0.238	-1.460	0.579	2.259
25.69	-3.054	51.000	0.000	-3.017	3.051	-3.058	-2.368	-0.514	1.262	2.961	-2.989	-3.134	-2.992	-3.017	-3.076	-3.057	-2.961	-1.499	0.441	2.094
26.39	-2.967	51.000	0.000	-2.958	2.974	-2.967	-2.433	-0.608	1.182	2.834	-2.958	-2.973	-2.946	-2.953	-2.983	-2.977	-2.834	-1.530	0.280	2.048
27.08	-2.880	51.000	0.000	-2.928	2.882	-2.887	-2.460	-0.646	1.021	0.225	-2.931	-2.831	-3.021	-2.926	-2.944	-2.816	-0.225	-1.557	0.139	2.123
27.78	-2.793	51.000	0.000	-2.780	2.786	-2.796	-2.559	-0.813	0.987	2.836	-2.887	-2.749	-2.772	-2.826	-2.778	-2.782	-2.836	-1.601	0.056	1.874
28.47	-2.705	51.000	0.000	-2.707	2.714	-2.709	-0.026	-0.730	0.789	0.120	-2.840	-2.633	-2.707	0.923	-2.860	-2.584	-0.120	-1.648	-0.059	1.810
29.17	-2.618	51.000	0.000	-2.610	2.634	-2.623	0.386	-0.927	0.814	2.502	-2.339	-2.691	-2.560	0.512	-2.663	-2.610	-2.502	-2.149	-0.002	1.662
29.86	-2.531	51.000	0.000	-2.551	2.546	-2.534	-2.267	-1.087	0.751	2.557	-2.701	-2.472	-2.625	-3.118	-2.504	-2.546	-2.557	-1.787	-0.221	1.728
30.56	-2.443	51.000	0.000	-2.436	2.464	-2.435	0.216	-1.144	0.641	2.408	1.225	-2.508	-2.365	0.682	-2.446	-2.436	-2.408	0.570	-0.185	1.468
31.25	-2.356	51.000	0.000	-2.337	2.375	-2.361	-2.608	-1.158	0.554	2.282	1.006	-2.307	-2.337	-2.778	-2.433	-2.349	-2.282	0.789	-0.386	1.440
31.94	-2.269	51.000	0.000	-2.276	2.288	-2.276	0.266	-1.227	0.454	2.279	-2.303	-2.276	-2.190	0.632	-2.364	-2.249	-2.279	-2.185	-0.417	1.293
32.64	-2.182	51.000	0.000	-2.170	2.204	-2.183	-2.166	-1.349	0.301	2.207	-2.353	-2.173	-2.155	3.064	-2.242	-2.096	-2.207	-2.135	-0.519	1.258
33.33	-2.094	51.000	0.000	-2.033	2.122	-2.089	-2.033	-1.437	0.334	2.005	-2.600	-1.962	-2.134	2.931	-2.153	-2.129	-2.005	-1.888	-0.730	1.237
34.03	-2.007	51.000	0.000	-1.994	2.037	-2.004	-2.024	-1.403	0.159	2.019	-2.559	-1.979	-2.010	2.922	-2.188	-1.954	-2.019	-1.929	-0.714	1.112
34.72	-1.920	51.000	0.000	-1.906	1.948	-1.923	-1.951	-1.683	0.132	1.880	-2.582	-1.847	-1.898	2.849	-1.907	-1.927	-1.880	-1.906	-0.846	1.000
35.42	-1.833	51.000	0.000	-1.854	1.861	-1.829	-1.874	0.998	0.062	1.910	-2.726	-1.723	-1.851	2.771	1.695	-1.857	-1.910	-1.762	-0.970	0.953
36.11	-1.745	51.000	0.000	-1.759	1.775	-1.742	-1.632	0.845	0.017	1.698	-2.442	-1.888	-1.759	2.530	1.848	-1.812	-1.698	-2.046	-0.805	0.861
36.81	-1.658	51.000	0.000	-1.589	1.682	-1.660	-1.756	-1.451	-0.101	1.612	-2.908	-1.510	-1.589	2.654	-2.139	-1.695	-1.612	-1.580	-1.182	0.691
37.50	-1.571	51.000	0.000	-1.560	1.600	-1.564	-1.597	-1.497	-0.264	1.563	-2.928	-1.602	-1.515	2.494	-2.093	-1.531	-1.563	-1.560	-1.091	0.618
38.19	-1.484	51.000	0.000	-1.431	1.508	-1.489	-1.495	-1.667	-0.102	1.396	-3.073	1.955	-1.448	2.392	-1.923	-1.693	-1.396	-1.415	1.635	0.550
38.89	-1.396	51.000	0.000	-1.391	1.429	-1.393	-1.396	-1.423	-0.383	1.357	-3.118	2.117	-1.387	2.293	-2.167	-1.412	-1.357	-1.370	1.474	0.490
39.58	-1.309	51.000	0.000	-1.322	1.339	-1.309	-1.308	-1.337	-0.437	1.380	3.007	-1.621	-1.256	2.205	-2.254	-1.358	-1.380	-1.212	-1.071	0.359
40.28	-1.222	51.000	0.000	-1.225	1.248	-1.225	-1.162	-1.198	1.929	1.293	2.990	-1.408	-1.252	2.060	-2.392	2.559	-1.293	-1.195	-1.285	0.354
40.97	-1.134	51.000	0.000	-1.089	1.164	-1.134	-1.125	-1.064	-0.811	1.196	2.884	-1.622	-1.180	2.023	-2.527	-0.984	-1.196	-1.089	-1.070	0.283
41.67	-1.047	51.000	0.000	-1.040	1.072	-1.049	-1.148	-0.940	2.113	1.071	2.793	1.999	-1.040	2.045	-2.651	2.375	-1.071	-0.998	1.592	0.143
42.36	-0.960	51.000	0.000	-0.938	0.986	-0.956	-0.941	-0.908	1.823	0.972	2.731	-1.661	-0.918	1.838	-2.683	2.665	-0.972	-0.935	-1.032	0.021
43.06	-0.873	51.000	0.000	-0.862	0.901	-0.874	-0.911	-0.861	-0.539	0.872	2.584	-1.831	-0.713	1.809	-2.729	-1.256	-0.872	-0.789	-0.862	-0.185
43.75	-0.785	51.000	0.000	-0.815	0.810	-0.789	-0.830	-0.755	-0.744	0.832	2.610	-1.961	-0.848	1.727	-2.835	-1.051	-0.832	-0.815	-0.731	-0.050
44.44	-0.698	51.000	0.000	-0.752	0.714	-0.693	-0.645	-0.766	-0.447	0.554	2.521	-1.940	-0.836	1.543	-2.824	-1.348	-0.554	-0.726	-0.752	-0.062
45.14	-0.611	51.000	0.000	-0.591	0.627	-0.607	-0.633	-0.598	-0.442	0.620	2.313	-2.110	2.974	1.531	-2.992	-1.353	-0.620	-0.518	-0.583	2.412
45.83	-0.524	51.000	0.000	-0.454	0.536	-0.518	-0.454	-0.622	-0.261	0.338	2.286	-2.162	2.844	1.351	-2.968	-1.534	-0.338	-0.490	-0.531	2.542
46.53	-0.436	51.000	0.000	-0.376	0.456	-0.433	-0.379	-0.480	-0.367	0.374	2.249	-2.335	2.967	1.276	-3.111	-1.428	-0.374	-0.454	-0.357	2.418
47.22	-0.349	51.000	0.000	-0.363	0.365	-0.349	-0.229	-0.363	-0.337	3.036	2.165	-2.294	-0.832	1.127	3.056	-1.458	-3.036	-0.370	-0.398	-0.065
47.92	-0.262	51.000	0.000	-0.251	0.265	-0.257	-0.286	-0.236	-0.187	2.928	2.060	-2.406	-0.736	1.184	2.929	-1.608	-2.928	-0.265	-0.287	-0.161
48.61	-0.175	51.000	0.000	-0.200	0.190	-0.176	-0.261	-0.155	-0.222	0.262	1.974	-2.556	2.975	1.159	2.847	-1.574	-0.262	-0.178	-0.137	2.411
49.31	-0.087	51.000	0.000	-0.077	0.093	-0.079	-0.072	-0.044	-0.095	3.021	1.877	-2.637	-0.807	0.970	2.737	-1.700	-3.021	-0.082	-0.056	-0.091
50.00	0.000	51.000	0.000	-0.019	3.122	0.000	-0.034	-0.004	0.041	2.898	1.773	-2.659	-0.895	0.932	2.697	-1.836	-2.898	0.022	-0.034	-0.002
50.69	0.087	51.000	0.000	0.091	0.120	0.087	-0.054	0.077	0.106	2.881	1.768	-2.802	-0.830	0.952	2.616	-1.901	-2.881	0.027	0.109	-0.067
51.39	0.175	51.000	0.000	0.214	0.180	0.175	-2.626	0.218	0.158	0.321	1.585	-2.852	-1.218	-2.760	2.475	-1.954	-0.321	0.210	0.159	0.320
52.08	0.262	51.000	0.000	0.264	0.255	0.257	0.135	0.265	0.277	0.060	1.531	-2.975	-1.046	0.762	2.428	-2.072	-0.060	0.264	0.282	0.149
52.78	0.349	51.000	0.000	0.346	0.353	0.349	-2.451	0.335	0.295	0.454	1.384	-3.018	-1.254	-2.934	2.357	-2.090	-0.454	0.411	0.325	0.356
53.47	0.436	51.000	0.000	0.453	0.449	0.433	0.232	0.533	0.453	0.429	1.395	3.097	-1.365	0.666	2.160	-2.248	-0.429	0.401	0.494	0.467
54.17	0.524	51.000	0.000	0.516	0.539	0.527	0.278	0.521	0.499	0.512	1.479	3.002	-1.409	0.620	2.172	-2.295	-0.512	0.317	0.588	0.512
54.86	0.611	51.000	0.000	0.570	0.628	0.606	0.073	0.567	0.610	0.575	1.267	3.017	-1.454	0.824	2.126	-2.405	-0.575	0.528	0.574	0.557
55.56	0.698	51.000	0.000	0.724	0.719	0.700	0.173	0.752	0.635	0.814	1.092	2.857	-1.605	0.724	1.940	-2.430	-0.814	0.703	0.733	0.708
56.25	0.785	51.000	0.000	0.761	0.806	0.784	0.184	0.681	0.759	0.878	-2.490	2.820	-1.662	0.713	2.012	-2.554	-0.878	-1.998	0.770	0.764
56.94	0.873	51.000	0.000	0.836	0.894	0.869	0.112	0.830	0.872	0.842	-2.404	2.815	-1.827	0.785	1.863	-2.667	-0.842	-2.084	0.775	0.929
57.64	0.960	51.000	0.000	0.972	0.986	0.963	-0.207	1.002	1.035	0.964	0.914	2.610	-1.850	1.104	1.691	-2.830	-0.964	0.881	0.981	0.953
58.33	1.047	51.000	0.000	0.962	1.073	1.051	-0.027	0.999	1.062	0.908	1.274	2.684	-2.052	0.924	1.694	-2.857	-0.908	0.522	0.907	1.154
59.03	1.134	51.000	0.000	1.123	1.159	1.141	-0.225	1.077	1.123	1.219	-2.470	2.517	-2.079	1.123	1.616	-2.918	-1.219	-2.018	1.073	1.181
59.72	1.222	51.000	0.000	1.237	1.255	1.220	-0.344	-1.573	1.233	1.201	1.308	2.373	-2.161	1.242	-2.018	-3.028	-1.201	0.488	1.218	1.263
60.42	1.309	51.000	0.000	1.333	1.337	1.302	-0.334	1.062	1.341	1.230	1.501	2.175	-2.223	1.232	1.631	-3.137	-1.230	0.294	1.415	1.325
61.11	1.396	51.000	0.000	1.383	1.421	1.405	-0.477	-1.562	1.365	1.396	1.393	2.290	-2.359	1.374	-2.029	3.123	-1.396	0.403	1.300	1.462
61.81	1.484	51.000	0.000	1.447	1.513	1.487	-0.549	-1.529	1.404	1.469	1.448	1.919	-2.322	1.447	-2.061	3.084	-1.469	0.347	1.671	1.425
62.50	1.571	51.000	0.000	1.564	1.600	1.574	-0.758	-1.369	1.406	1.642	1.556	2.080	-2.470	1.655	-2.222	3.082	-1.642	0.240	1.511	1.572
63.19	1.658	51.000	0.000	1.671	1.686	1.651	-0.790	1.132	1.686	1.656	1.703	-1.664	-2.536	1.687	1.561	2.802	-1.656	0.092	-1.029	1.638
63.89	1.745	51.000	0.000	1.732	1.773	1.745	-0.736	0.890	1.697	1.728	1.789	-1.749	-2.634	1.633	1.803	2.791	-1.728	0.006	-0.943	1.737
64.58	1.833	51.000	0.000	1.827	1.861	1.833	-0.904	0.855	1.684	1.884	1.817	2.185	-2.826	1.802	1.838	2.804	-1.884	-0.021	1.405	1.929
65.28	1.920	51.000	0.000	1.928	1.946	1.913	-1.019	0.710	1.928	1.972	1.828	2.071	-2.779	1.917	1.983	2.560	-1.972	-0.033	1.519	1.881
65.97	2.007	51.000	0.000	1.981	2.035	2.012	-1.043	0.653	1.994	1.968	1.953	2.204	-2.937	1.941	2.039	2.494	-1.968	-0.158	1.386	2.039
66.67	2.094	51.000	0.000	2.111	2.121	2.096	-1.178	0.582	2.023	2.086	2.113	2.229	-3.094	2.076	2.111	2.465	-2.086	-0.318	1.361	2.196
67.36	2.182	51.000	0.000	2.182	2.203	2.175	-1.262	0.488	-0.839	2.222	2.175	2.088	-3.086	2.159	2.205	-0.956	-2.222	-0.380	1.503	2.188
68.06	2.269	51.000	0.000	2.203	2.286	2.269	-1.306	0.387	2.081	2.144	2.407	2.228	3.009	2.203	2.306	2.407	-2.144	-0.611	1.362	2.376
68.75	2.356	51.000	0.000	2.395	2.379	2.353	-1.480	0.377	1.861	2.412	2.442	2.256	2.953	2.378	2.316	2.627	-2.412	-0.647	1.335	2.433
69.44	2.443	51.000	0.000	2.438	2.464	2.436	-1.491	0.252	2.027	2.435	2.418	2.510	-0.693	2.389	2.441	2.461	-2.435	-0.623	1.080	-0.204
70.14	2.531	51.000	0.000	2.520	2.545	2.532	-1.582	0.109	2.115	2.533	2.520	2.517	2.782	2.480	2.584	2.373	-2.533	-0.724	1.073	2.604
70.83	2.618	51.000	0.000	2.619	2.630	2.620	-1.737	0.107	1.805	2.594	2.647	2.609	2.767	2.635	2.586	2.683	-2.594	-0.851	0.982	2.619
71.53	2.705	51.000	0.000	2.568	2.716	2.693	-1.775	-0.034	1.938	2.544	2.796	2.586	2.891	2.673	2.727	2.550	-2.544	-1.001	1.005	2.495
72.22	2.793	51.000	0.000	2.787	2.794	2.789	-1.836	-0.095	1.590	2.967	2.786	2.815	-0.738	2.734	2.787	2.898	-2.967	-0.991	0.776	-0.160
72.92	2.880	51.000	0.000	2.895	2.889	2.880	-1.935	-0.188	1.553	2.974	2.910	2.861	-0.590	2.833	2.881	2.935	-2.974	-1.115	0.729	-0.308
73.61	2.967	51.000	0.000	-0.379	2.986	2.962	-1.933	-0.350	1.539	0.374	2.793	3.064	-0.514	2.830	3.043	2.949	-0.374	-0.998	0.526	-0.384
74.31	3.054	51.000	0.000	3.070	3.086	3.054	-2.146	-0.394	1.412	0.217	3.047	3.070	3.071	3.043	3.087	3.076	-0.217	-1.252	0.520	2.315
75.00	3.142	51.000	0.000	3.124	0.070	3.136	-2.177	-0.475	1.384	2.917	3.129	3.118	-3.091	3.075	-3.115	3.104	-2.917	-1.334	0.472	2.194
75.69	-3.054	51.000	0.000	-3.022	3.117	-3.056	-2.552	-0.473	1.177	0.282	-3.103	-3.003	-3.041	-2.833	-3.117	-2.973	-0.282	-1.385	0.311	2.144
76.39	-2.967	51.000	0.000	-2.955	2.986	-2.972	-2.325	-0.673	1.222	2.724	-2.917	-2.993	-2.906	-3.061	-2.917	-3.017	-2.724	-1.571	0.300	2.009
77.08	-2.880	51.000	0.000	-2.856	2.868	-2.878	-2.406	-0.777	1.042	0.043	-2.865	-2.872	-2.847	-2.979	-2.813	-2.837	-0.043	-1.623	0.179	1.949
77.78	-2.793	51.000	0.000	-2.799	2.803	-2.794	-2.458	-0.851	1.004	2.834	-2.777	-2.702	-2.936	-2.928	-2.739	-2.799	-2.834	-1.711	0.009	2.038
78.47	-2.705	51.000	0.000	-2.691	2.717	-2.710	-2.600	-0.821	0.888	2.671	-2.833	-2.665	-2.698	-2.786	-2.769	-2.684	-2.671	-1.655	-0.027	1.801
79.17	-2.618	51.000	0.000	-2.615	2.635	-2.608	0.204	-1.033	0.836	2.689	-2.688	-2.598	-2.572	0.694	-2.557	-2.631	-2.689	-1.800	-0.095	1.675
79.86	-2.531	51.000	0.000	-2.541	2.545	-2.525	0.362	-1.077	0.758	2.547	-2.664	-2.536	-2.477	0.536	-2.514	-2.553	-2.547	-1.824	-0.157	1.580
80.56	-2.443	51.000	0.000	-2.434	2.461	-2.447	-2.443	-1.219	0.638	2.452	1.033	-2.433	-2.435	-2.943	-2.371	-2.433	-2.452	0.762	-0.260	1.538
81.25	-2.356	51.000	0.000	-2.363	2.381	-2.361	-2.477	-1.212	0.556	2.294	1.228	-2.376	-2.327	-2.908	-2.379	-2.351	-2.294	0.567	-0.317	1.430
81.94	-2.269	51.000	0.000	-2.301	2.290	-2.269	-2.160	-1.448	0.484	2.322	-2.438	-2.353	-2.230	3.058	-2.142	-2.279	-2.322	-2.050	-0.340	1.332
82.64	-2.182	51.000	0.000	-2.157	2.206	-2.183	-2.297	-1.157	0.345	2.157	0.933	-2.243	-2.150	-3.088	-2.433	-2.140	-2.157	0.862	-0.450	1.253
83.33	-2.094	51.000	0.000	-2.104	2.122	-2.094	-2.129	-1.559	0.334	2.053	-2.308	-2.072	-2.079	3.027	-2.032	-2.130	-2.053	-2.180	-0.620	1.182
84.03	-2.007	51.000	0.000	-2.053	2.033	-2.011	-2.119	-1.484	0.196	2.053	-2.555	-2.120	-1.900	3.017	-2.107	-1.991	-2.053	-1.933	-0.573	1.002
84.72	-1.920	51.000	0.000	-1.916	1.946	-1.923	-1.965	-1.491	0.069	1.971	-2.827	-1.814	-1.866	2.862	-2.099	-1.864	-1.971	-1.661	-0.879	0.969
85.42	-1.833	51.000	0.000	-1.868	1.861	-1.831	-1.783	0.992	-0.027	1.868	-2.553	-1.960	-1.759	2.680	1.701	-1.768	-1.868	-1.935	-0.733	0.862
86.11	-1.745	51.000	0.000	-1.797	1.777	-1.745	-1.871	-1.334	-0.192	1.774	-2.620	-1.819	-1.699	2.769	-2.257	-1.603	-1.774	-1.868	-0.874	0.801
86.81	-1.658	51.000	0.000	-1.662	1.684	-1.665	-1.655	-1.598	-0.134	1.679	-2.809	-1.626	-1.717	2.553	-1.992	-1.662	-1.679	-1.679	-1.066	0.820
87.50	-1.571	51.000	0.000	-1.562	1.599	-1.573	-1.640	-1.343	-0.311	1.521	-2.873	2.025	-1.562	2.537	-2.247	-1.485	-1.521	-1.615	1.565	0.665
88.19	-1.484	51.000	0.000	-1.569	1.511	-1.484	-1.440	1.329	-0.503	1.570	-2.919	-1.667	-1.487	2.338	1.364	-1.292	-1.570	-1.569	-1.025	0.589
88.89	-1.396	51.000	0.000	-1.448	1.424	-1.396	-1.408	-1.498	-0.256	1.372	-3.051	1.960	-1.459	2.306	-2.092	-1.539	-1.372	-1.437	1.631	0.561
89.58	-1.309	51.000	0.000	-1.279	1.339	-1.311	-1.437	-1.204	-0.516	1.377	3.057	-1.655	-1.167	2.334	-2.387	-1.279	-1.377	-1.261	-1.038	0.269
90.28	-1.222	51.000	0.000	-1.161	1.251	-1.218	-1.244	-1.145	-0.643	1.247	2.902	2.052	-1.170	2.142	-2.445	-1.152	-1.247	-1.106	1.538	0.273
90.97	-1.134	51.000	0.000	-1.130	1.161	-1.138	-1.126	-1.175	2.034	1.203	2.913	-1.558	-1.108	2.023	-2.416	2.454	-1.203	-1.118	-1.135	0.210
91.67	-1.047	51.000	0.000	-1.049	1.072	-1.052	-1.011	-1.054	-0.784	1.049	2.908	-1.818	-1.088	1.908	-2.537	-1.011	-1.049	-1.113	-0.875	0.191
92.36	-0.960	51.000	0.000	-0.960	0.983	-0.956	-0.956	-0.960	-0.698	0.916	2.834	-1.862	-0.970	1.853	-2.631	-1.097	-0.916	-1.039	-0.831	0.073
93.06	-0.873	51.000	0.000	-0.818	0.895	-0.883	-0.818	-1.010	-0.520	0.880	2.644	-1.896	-0.777	1.715	-2.581	-1.275	-0.880	-0.848	-0.797	-0.121
93.75	-0.785	51.000	0.000	-0.780	0.810	-0.777	-0.835	-0.736	1.955	0.768	2.588	-1.867	-0.649	1.732	-2.854	2.533	-0.768	-0.793	-0.826	-0.249
94.44	-0.698	51.000	0.000	-0.643	0.721	-0.691	-0.647	-0.743	-0.571	0.636	2.513	-2.050	-0.631	1.545	-2.847	-1.225	-0.636	-0.717	-0.643	-0.267
95.14	-0.611	51.000	0.000	-0.623	0.628	-0.609	-0.618	-0.628	-0.715	0.632	2.379	-2.080	2.998	1.516	-2.963	-1.081	-0.632	-0.584	-0.613	2.387
95.83	-0.524	51.000	0.000	-0.479	0.536	-0.522	-0.487	-0.545	-0.471	0.456	2.375	-2.234	-0.572	1.385	-3.046	-1.324	-0.456	-0.579	-0.459	-0.326
96.53	-0.436	51.000	0.000	-0.462	0.463	-0.435	-0.526	-0.471	-0.320	0.464	2.150	-2.232	3.130	1.423	-3.120	-1.475	-0.464	-0.355	-0.461	2.256
97.22	-0.349	51.000	0.000	-0.364	0.363	-0.349	-0.404	-0.347	-0.289	0.517	2.075	-2.346	-0.517	1.301	3.040	-1.506	-0.517	-0.279	-0.346	-0.380
97.92	-0.262	51.000	0.000	-0.308	0.267	-0.265	-0.362	-0.198	-0.312	0.304	2.047	-2.408	-0.569	1.259	2.890	-1.484	-0.304	-0.252	-0.285	-0.328
98.61	-0.175	51.000	0.000	-0.191	0.185	-0.173	-0.249	-0.179	-0.189	0.192	2.013	-2.565	2.913	1.146	2.872	-1.606	-0.192	-0.218	-0.128	2.473
99.31	-0.087	51.000	0.000	-0.092	0.072	-0.098	-0.064	-0.119	-0.090	3.047	1.887	-2.524	-0.933	0.962	2.812	-1.705	-3.047	-0.092	-0.168	0.035
100.00	0.000	51.000	0.000	0.089	3.063	0.002	-0.129	0.109	-0.102	0.350	1.707	-2.621	-0.960	1.027	2.583	-1.693	-0.350	0.089	-0.072	0.062
